Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
5897,,Central African Republic,2020-02-22,0,0
5898,,Central African Republic,2020-02-23,0,0
5899,,Central African Republic,2020-02-24,0,0
5900,,Central African Republic,2020-02-25,0,0
5901,,Central African Republic,2020-02-26,0,0
5902,,Central African Republic,2020-02-27,0,0
5903,,Central African Republic,2020-02-28,0,0
5904,,Central African Republic,2020-02-29,0,0
5905,,Central African Republic,2020-03-01,0,0
5906,,Central African Republic,2020-03-02,0,0
5907,,Central African Republic,2020-03-03,0,0
5908,,Central African Republic,2020-03-04,0,0
5909,,Central African Republic,2020-03-05,0,0
5910,,Central African Republic,2020-03-06,0,0
5911,,Central African Republic,2020-03-07,0,0
5912,,Central African Republic,2020-03-08,0,0
5913,,Central African Republic,2020-03-09,0,0
5914,,Central African Republic,2020-03-10,0,0
5915,,Central African Republic,2020-03-11,0,0
5916,,Central African Republic,2020-03-12,0,0
5917,,Central African Republic,2020-03-13,0,0
5918,,Central African Republic,2020-03-14,0,0
5919,,Central African Republic,2020-03-15,1,0
5920,,Central African Republic,2020-03-16,1,0
5921,,Central African Republic,2020-03-17,1,0
5922,,Central African Republic,2020-03-18,1,0
5923,,Central African Republic,2020-03-19,1,0
5924,,Central African Republic,2020-03-20,3,0
5925,,Central African Republic,2020-03-21,3,0
5926,,Central African Republic,2020-03-22,3,0
5927,,Central African Republic,2020-03-23,3,0
5928,,Central African Republic,2020-03-24,3,0
5929,,Central African Republic,2020-03-25,3,0
5930,,Central African Republic,2020-03-26,3,0
5931,,Central African Republic,2020-03-27,3,0
5932,,Central African Republic,2020-03-28,3,0
5933,,Central African Republic,2020-03-29,3,0
5934,,Central African Republic,2020-03-30,3,0
5935,,Central African Republic,2020-03-31,3,0
5936,,Central African Republic,2020-04-01,3,0
5937,,Central African Republic,2020-04-02,3,0
5938,,Central African Republic,2020-04-03,8,0
5939,,Central African Republic,2020-04-04,8,0
5940,,Central African Republic,2020-04-05,8,0
5941,,Central African Republic,2020-04-06,8,0
5942,,Central African Republic,2020-04-07,8,0
5943,,Central African Republic,2020-04-08,8,0
5944,,Central African Republic,2020-04-09,8,0
5945,,Central African Republic,2020-04-10,8,0
5946,,Central African Republic,2020-04-11,8,0
5947,,Central African Republic,2020-04-12,8,0
5948,,Central African Republic,2020-04-13,11,0
5949,,Central African Republic,2020-04-14,11,0
5950,,Central African Republic,2020-04-15,12,0
5951,,Central African Republic,2020-04-16,12,0
5952,,Central African Republic,2020-04-17,12,0
5953,,Central African Republic,2020-04-18,12,0
5954,,Central African Republic,2020-04-19,12,0
5955,,Central African Republic,2020-04-20,12,0
5956,,Central African Republic,2020-04-21,14,0
5957,,Central African Republic,2020-04-22,14,0
5958,,Central African Republic,2020-04-23,16,0
5959,,Central African Republic,2020-04-24,16,0
5960,,Central African Republic,2020-04-25,16,0
5961,,Central African Republic,2020-04-26,19,0
5962,,Central African Republic,2020-04-27,19,0
5963,,Central African Republic,2020-04-28,50,0
5964,,Central African Republic,2020-04-29,50,0
5965,,Central African Republic,2020-04-30,50,0
5966,,Central African Republic,2020-05-01,72,0
5967,,Central African Republic,2020-05-02,72,0
5968,,Central African Republic,2020-05-03,72,0
5969,,Central African Republic,2020-05-04,85,0
5970,,Central African Republic,2020-05-05,85,0
5971,,Central African Republic,2020-05-06,94,0
5972,,Central African Republic,2020-05-07,94,0
5973,,Central African Republic,2020-05-08,143,0
5974,,Central African Republic,2020-05-09,143,0
5975,,Central African Republic,2020-05-10,143,0
5976,,Central African Republic,2020-05-11,143,0
5977,,Central African Republic,2020-05-12,143,0
5978,,Central African Republic,2020-05-13,143,0
5979,,Central African Republic,2020-05-14,143,0
5980,,Central African Republic,2020-05-15,301,0
5981,,Chad,2020-01-22,0,0
5982,,Chad,2020-01-23,0,0
5983,,Chad,2020-01-24,0,0
5984,,Chad,2020-01-25,0,0
5985,,Chad,2020-01-26,0,0
5986,,Chad,2020-01-27,0,0
5987,,Chad,2020-01-28,0,0
5988,,Chad,2020-01-29,0,0
5989,,Chad,2020-01-30,0,0
5990,,Chad,2020-01-31,0,0
5991,,Chad,2020-02-01,0,0
5992,,Chad,2020-02-02,0,0
5993,,Chad,2020-02-03,0,0
5994,,Chad,2020-02-04,0,0
5995,,Chad,2020-02-05,0,0
5996,,Chad,2020-02-06,0,0
5997,,Chad,2020-02-07,0,0
5998,,Chad,2020-02-08,0,0
5999,,Chad,2020-02-09,0,0
6000,,Chad,2020-02-10,0,0
6001,,Chad,2020-02-11,0,0
6002,,Chad,2020-02-12,0,0
6003,,Chad,2020-02-13,0,0
6004,,Chad,2020-02-14,0,0
6005,,Chad,2020-02-15,0,0
6006,,Chad,2020-02-16,0,0
6007,,Chad,2020-02-17,0,0
6008,,Chad,2020-02-18,0,0
6009,,Chad,2020-02-19,0,0
6010,,Chad,2020-02-20,0,0
6011,,Chad,2020-02-21,0,0
6012,,Chad,2020-02-22,0,0
6013,,Chad,2020-02-23,0,0
6014,,Chad,2020-02-24,0,0
6015,,Chad,2020-02-25,0,0
6016,,Chad,2020-02-26,0,0
6017,,Chad,2020-02-27,0,0
6018,,Chad,2020-02-28,0,0
6019,,Chad,2020-02-29,0,0
6020,,Chad,2020-03-01,0,0
6021,,Chad,2020-03-02,0,0
6022,,Chad,2020-03-03,0,0
6023,,Chad,2020-03-04,0,0
6024,,Chad,2020-03-05,0,0
6025,,Chad,2020-03-06,0,0
6026,,Chad,2020-03-07,0,0
6027,,Chad,2020-03-08,0,0
6028,,Chad,2020-03-09,0,0
6029,,Chad,2020-03-10,0,0
6030,,Chad,2020-03-11,0,0
6031,,Chad,2020-03-12,0,0
6032,,Chad,2020-03-13,0,0
6033,,Chad,2020-03-14,0,0
6034,,Chad,2020-03-15,0,0
6035,,Chad,2020-03-16,0,0
6036,,Chad,2020-03-17,0,0
6037,,Chad,2020-03-18,0,0
6038,,Chad,2020-03-19,1,0
6039,,Chad,2020-03-20,1,0
6040,,Chad,2020-03-21,1,0
6041,,Chad,2020-03-22,1,0
6042,,Chad,2020-03-23,1,0
6043,,Chad,2020-03-24,3,0
6044,,Chad,2020-03-25,3,0
6045,,Chad,2020-03-26,3,0
6046,,Chad,2020-03-27,3,0
6047,,Chad,2020-03-28,3,0
6048,,Chad,2020-03-29,3,0
6049,,Chad,2020-03-30,5,0
6050,,Chad,2020-03-31,7,0
6051,,Chad,2020-04-01,7,0
6052,,Chad,2020-04-02,8,0
6053,,Chad,2020-04-03,8,0
6054,,Chad,2020-04-04,9,0
6055,,Chad,2020-04-05,9,0
6056,,Chad,2020-04-06,9,0
6057,,Chad,2020-04-07,10,0
6058,,Chad,2020-04-08,10,0
6059,,Chad,2020-04-09,11,0
6060,,Chad,2020-04-10,11,0
6061,,Chad,2020-04-11,11,0
6062,,Chad,2020-04-12,18,0
6063,,Chad,2020-04-13,23,0
6064,,Chad,2020-04-14,23,0
6065,,Chad,2020-04-15,23,0
6066,,Chad,2020-04-16,27,0
6067,,Chad,2020-04-17,27,0
6068,,Chad,2020-04-18,33,0
6069,,Chad,2020-04-19,33,0
6070,,Chad,2020-04-20,33,0
6071,,Chad,2020-04-21,33,0
6072,,Chad,2020-04-22,33,0
6073,,Chad,2020-04-23,33,0
6074,,Chad,2020-04-24,40,0
6075,,Chad,2020-04-25,46,0
6076,,Chad,2020-04-26,46,0
6077,,Chad,2020-04-27,46,0
6078,,Chad,2020-04-28,52,2
6079,,Chad,2020-04-29,52,2
6080,,Chad,2020-04-30,73,5
6081,,Chad,2020-05-01,73,5
6082,,Chad,2020-05-02,117,10
6083,,Chad,2020-05-03,117,10
6084,,Chad,2020-05-04,117,10
6085,,Chad,2020-05-05,170,17
6086,,Chad,2020-05-06,170,17
6087,,Chad,2020-05-07,253,27
6088,,Chad,2020-05-08,260,28
6089,,Chad,2020-05-09,322,31
6090,,Chad,2020-05-10,322,31
6091,,Chad,2020-05-11,322,31
6092,,Chad,2020-05-12,357,40
6093,,Chad,2020-05-13,372,42
6094,,Chad,2020-05-14,399,46
6095,,Chad,2020-05-15,428,48
6096,,Chile,2020-01-22,0,0
6097,,Chile,2020-01-23,0,0
6098,,Chile,2020-01-24,0,0
6099,,Chile,2020-01-25,0,0
6100,,Chile,2020-01-26,0,0
6101,,Chile,2020-01-27,0,0
6102,,Chile,2020-01-28,0,0
6103,,Chile,2020-01-29,0,0
6104,,Chile,2020-01-30,0,0
6105,,Chile,2020-01-31,0,0
6106,,Chile,2020-02-01,0,0
6107,,Chile,2020-02-02,0,0
6108,,Chile,2020-02-03,0,0
6109,,Chile,2020-02-04,0,0
6110,,Chile,2020-02-05,0,0
6111,,Chile,2020-02-06,0,0
6112,,Chile,2020-02-07,0,0
6113,,Chile,2020-02-08,0,0
6114,,Chile,2020-02-09,0,0
6115,,Chile,2020-02-10,0,0
6116,,Chile,2020-02-11,0,0
6117,,Chile,2020-02-12,0,0
6118,,Chile,2020-02-13,0,0
6119,,Chile,2020-02-14,0,0
6120,,Chile,2020-02-15,0,0
6121,,Chile,2020-02-16,0,0
6122,,Chile,2020-02-17,0,0
6123,,Chile,2020-02-18,0,0
6124,,Chile,2020-02-19,0,0
6125,,Chile,2020-02-20,0,0
6126,,Chile,2020-02-21,0,0
6127,,Chile,2020-02-22,0,0
6128,,Chile,2020-02-23,0,0
6129,,Chile,2020-02-24,0,0
6130,,Chile,2020-02-25,0,0
6131,,Chile,2020-02-26,0,0
6132,,Chile,2020-02-27,0,0
6133,,Chile,2020-02-28,0,0
6134,,Chile,2020-02-29,0,0
6135,,Chile,2020-03-01,0,0
6136,,Chile,2020-03-02,0,0
6137,,Chile,2020-03-03,1,0
6138,,Chile,2020-03-04,1,0
6139,,Chile,2020-03-05,4,0
6140,,Chile,2020-03-06,4,0
6141,,Chile,2020-03-07,4,0
6142,,Chile,2020-03-08,8,0
6143,,Chile,2020-03-09,8,0
6144,,Chile,2020-03-10,13,0
6145,,Chile,2020-03-11,23,0
6146,,Chile,2020-03-12,23,0
6147,,Chile,2020-03-13,43,0
6148,,Chile,2020-03-14,61,0
6149,,Chile,2020-03-15,74,0
6150,,Chile,2020-03-16,155,0
6151,,Chile,2020-03-17,201,0
6152,,Chile,2020-03-18,238,0
6153,,Chile,2020-03-19,238,0
6154,,Chile,2020-03-20,434,0
6155,,Chile,2020-03-21,537,0
6156,,Chile,2020-03-22,632,1
6157,,Chile,2020-03-23,746,2
6158,,Chile,2020-03-24,922,2
6159,,Chile,2020-03-25,1142,3
6160,,Chile,2020-03-26,1306,4
6161,,Chile,2020-03-27,1610,5
6162,,Chile,2020-03-28,1909,6
6163,,Chile,2020-03-29,2139,7
6164,,Chile,2020-03-30,2449,8
6165,,Chile,2020-03-31,2738,12
6166,,Chile,2020-04-01,3031,16
6167,,Chile,2020-04-02,3404,18
6168,,Chile,2020-04-03,3737,22
6169,,Chile,2020-04-04,4161,27
6170,,Chile,2020-04-05,4471,34
6171,,Chile,2020-04-06,4815,37
6172,,Chile,2020-04-07,5116,43
6173,,Chile,2020-04-08,5546,48
6174,,Chile,2020-04-09,5972,57
6175,,Chile,2020-04-10,6501,65
6176,,Chile,2020-04-11,6927,73
6177,,Chile,2020-04-12,7213,80
6178,,Chile,2020-04-13,7525,82
6179,,Chile,2020-04-14,7917,92
6180,,Chile,2020-04-15,8273,94
6181,,Chile,2020-04-16,8807,105
6182,,Chile,2020-04-17,9252,116
6183,,Chile,2020-04-18,9730,126
6184,,Chile,2020-04-19,10088,133
6185,,Chile,2020-04-20,10507,139
6186,,Chile,2020-04-21,10832,147
6187,,Chile,2020-04-22,11296,160
6188,,Chile,2020-04-23,11812,168
6189,,Chile,2020-04-24,12306,174
6190,,Chile,2020-04-25,12858,181
6191,,Chile,2020-04-26,13331,189
6192,,Chile,2020-04-27,13813,198
6193,,Chile,2020-04-28,14365,207
6194,,Chile,2020-04-29,14885,216
6195,,Chile,2020-04-30,16023,227
6196,,Chile,2020-05-01,17008,234
6197,,Chile,2020-05-02,18435,247
6198,,Chile,2020-05-03,19663,260
6199,,Chile,2020-05-04,20643,270
6200,,Chile,2020-05-05,22016,275
6201,,Chile,2020-05-06,23048,281
6202,,Chile,2020-05-07,24581,285
6203,,Chile,2020-05-08,25972,294
6204,,Chile,2020-05-09,27219,304
6205,,Chile,2020-05-10,28866,312
6206,,Chile,2020-05-11,30063,323
6207,,Chile,2020-05-12,31721,335
6208,,Chile,2020-05-13,34381,346
6209,,Chile,2020-05-14,37040,368
6210,,Chile,2020-05-15,39542,394
6211,Anhui,China,2020-01-22,1,0
6212,Anhui,China,2020-01-23,9,0
6213,Anhui,China,2020-01-24,15,0
6214,Anhui,China,2020-01-25,39,0
6215,Anhui,China,2020-01-26,60,0
6216,Anhui,China,2020-01-27,70,0
6217,Anhui,China,2020-01-28,106,0
6218,Anhui,China,2020-01-29,152,0
6219,Anhui,China,2020-01-30,200,0
6220,Anhui,China,2020-01-31,237,0
6221,Anhui,China,2020-02-01,297,0
6222,Anhui,China,2020-02-02,340,0
6223,Anhui,China,2020-02-03,408,0
6224,Anhui,China,2020-02-04,480,0
6225,Anhui,China,2020-02-05,530,0
6226,Anhui,China,2020-02-06,591,0
6227,Anhui,China,2020-02-07,665,0
6228,Anhui,China,2020-02-08,733,0
6229,Anhui,China,2020-02-09,779,1
6230,Anhui,China,2020-02-10,830,3
6231,Anhui,China,2020-02-11,860,4
6232,Anhui,China,2020-02-12,889,4
6233,Anhui,China,2020-02-13,910,5
6234,Anhui,China,2020-02-14,934,6
6235,Anhui,China,2020-02-15,950,6
6236,Anhui,China,2020-02-16,962,6
6237,Anhui,China,2020-02-17,973,6
6238,Anhui,China,2020-02-18,982,6
6239,Anhui,China,2020-02-19,986,6
6240,Anhui,China,2020-02-20,987,6
6241,Anhui,China,2020-02-21,988,6
6242,Anhui,China,2020-02-22,989,6
6243,Anhui,China,2020-02-23,989,6
6244,Anhui,China,2020-02-24,989,6
6245,Anhui,China,2020-02-25,989,6
6246,Anhui,China,2020-02-26,989,6
6247,Anhui,China,2020-02-27,989,6
6248,Anhui,China,2020-02-28,990,6
6249,Anhui,China,2020-02-29,990,6
6250,Anhui,China,2020-03-01,990,6
6251,Anhui,China,2020-03-02,990,6
6252,Anhui,China,2020-03-03,990,6
6253,Anhui,China,2020-03-04,990,6
6254,Anhui,China,2020-03-05,990,6
6255,Anhui,China,2020-03-06,990,6
6256,Anhui,China,2020-03-07,990,6
6257,Anhui,China,2020-03-08,990,6
6258,Anhui,China,2020-03-09,990,6
6259,Anhui,China,2020-03-10,990,6
6260,Anhui,China,2020-03-11,990,6
6261,Anhui,China,2020-03-12,990,6
6262,Anhui,China,2020-03-13,990,6
6263,Anhui,China,2020-03-14,990,6
6264,Anhui,China,2020-03-15,990,6
6265,Anhui,China,2020-03-16,990,6
6266,Anhui,China,2020-03-17,990,6
6267,Anhui,China,2020-03-18,990,6
6268,Anhui,China,2020-03-19,990,6
6269,Anhui,China,2020-03-20,990,6
6270,Anhui,China,2020-03-21,990,6
6271,Anhui,China,2020-03-22,990,6
6272,Anhui,China,2020-03-23,990,6
6273,Anhui,China,2020-03-24,990,6
6274,Anhui,China,2020-03-25,990,6
6275,Anhui,China,2020-03-26,990,6
6276,Anhui,China,2020-03-27,990,6
6277,Anhui,China,2020-03-28,990,6
6278,Anhui,China,2020-03-29,990,6
6279,Anhui,China,2020-03-30,990,6
6280,Anhui,China,2020-03-31,990,6
6281,Anhui,China,2020-04-01,990,6
6282,Anhui,China,2020-04-02,990,6
6283,Anhui,China,2020-04-03,990,6
6284,Anhui,China,2020-04-04,990,6
6285,Anhui,China,2020-04-05,990,6
6286,Anhui,China,2020-04-06,990,6
6287,Anhui,China,2020-04-07,990,6
6288,Anhui,China,2020-04-08,990,6
6289,Anhui,China,2020-04-09,991,6
6290,Anhui,China,2020-04-10,991,6
6291,Anhui,China,2020-04-11,991,6
6292,Anhui,China,2020-04-12,991,6
6293,Anhui,China,2020-04-13,991,6
6294,Anhui,China,2020-04-14,991,6
6295,Anhui,China,2020-04-15,991,6
6296,Anhui,China,2020-04-16,991,6
6297,Anhui,China,2020-04-17,991,6
6298,Anhui,China,2020-04-18,991,6
6299,Anhui,China,2020-04-19,991,6
6300,Anhui,China,2020-04-20,991,6
6301,Anhui,China,2020-04-21,991,6
6302,Anhui,China,2020-04-22,991,6
6303,Anhui,China,2020-04-23,991,6
6304,Anhui,China,2020-04-24,991,6
6305,Anhui,China,2020-04-25,991,6
6306,Anhui,China,2020-04-26,991,6
6307,Anhui,China,2020-04-27,991,6
6308,Anhui,China,2020-04-28,991,6
6309,Anhui,China,2020-04-29,991,6
6310,Anhui,China,2020-04-30,991,6
6311,Anhui,China,2020-05-01,991,6
6312,Anhui,China,2020-05-02,991,6
6313,Anhui,China,2020-05-03,991,6
6314,Anhui,China,2020-05-04,991,6
6315,Anhui,China,2020-05-05,991,6
6316,Anhui,China,2020-05-06,991,6
6317,Anhui,China,2020-05-07,991,6
6318,Anhui,China,2020-05-08,991,6
6319,Anhui,China,2020-05-09,991,6
6320,Anhui,China,2020-05-10,991,6
6321,Anhui,China,2020-05-11,991,6
6322,Anhui,China,2020-05-12,991,6
6323,Anhui,China,2020-05-13,991,6
6324,Anhui,China,2020-05-14,991,6
6325,Anhui,China,2020-05-15,991,6
6326,Beijing,China,2020-01-22,14,0
6327,Beijing,China,2020-01-23,22,0
6328,Beijing,China,2020-01-24,36,0
6329,Beijing,China,2020-01-25,41,0
6330,Beijing,China,2020-01-26,68,0
6331,Beijing,China,2020-01-27,80,1
6332,Beijing,China,2020-01-28,91,1
6333,Beijing,China,2020-01-29,111,1
6334,Beijing,China,2020-01-30,114,1
6335,Beijing,China,2020-01-31,139,1
6336,Beijing,China,2020-02-01,168,1
6337,Beijing,China,2020-02-02,191,1
6338,Beijing,China,2020-02-03,212,1
6339,Beijing,China,2020-02-04,228,1
6340,Beijing,China,2020-02-05,253,1
6341,Beijing,China,2020-02-06,274,1
6342,Beijing,China,2020-02-07,297,1
6343,Beijing,China,2020-02-08,315,2
6344,Beijing,China,2020-02-09,326,2
6345,Beijing,China,2020-02-10,337,2
6346,Beijing,China,2020-02-11,342,3
6347,Beijing,China,2020-02-12,352,3
6348,Beijing,China,2020-02-13,366,3
6349,Beijing,China,2020-02-14,372,3
6350,Beijing,China,2020-02-15,375,4
6351,Beijing,China,2020-02-16,380,4
6352,Beijing,China,2020-02-17,381,4
6353,Beijing,China,2020-02-18,387,4
6354,Beijing,China,2020-02-19,393,4
6355,Beijing,China,2020-02-20,395,4
6356,Beijing,China,2020-02-21,396,4
6357,Beijing,China,2020-02-22,399,4
6358,Beijing,China,2020-02-23,399,4
6359,Beijing,China,2020-02-24,399,4
6360,Beijing,China,2020-02-25,400,4
6361,Beijing,China,2020-02-26,400,4
6362,Beijing,China,2020-02-27,410,5
6363,Beijing,China,2020-02-28,410,7
6364,Beijing,China,2020-02-29,411,8
6365,Beijing,China,2020-03-01,413,8
6366,Beijing,China,2020-03-02,414,8
6367,Beijing,China,2020-03-03,414,8
6368,Beijing,China,2020-03-04,418,8
6369,Beijing,China,2020-03-05,418,8
6370,Beijing,China,2020-03-06,422,8
6371,Beijing,China,2020-03-07,426,8
6372,Beijing,China,2020-03-08,428,8
6373,Beijing,China,2020-03-09,428,8
6374,Beijing,China,2020-03-10,429,8
6375,Beijing,China,2020-03-11,435,8
6376,Beijing,China,2020-03-12,435,8
6377,Beijing,China,2020-03-13,436,8
6378,Beijing,China,2020-03-14,437,8
6379,Beijing,China,2020-03-15,442,8
6380,Beijing,China,2020-03-16,452,8
6381,Beijing,China,2020-03-17,456,8
6382,Beijing,China,2020-03-18,469,8
6383,Beijing,China,2020-03-19,480,8
6384,Beijing,China,2020-03-20,491,8
6385,Beijing,China,2020-03-21,504,8
6386,Beijing,China,2020-03-22,522,8
6387,Beijing,China,2020-03-23,537,8
6388,Beijing,China,2020-03-24,558,8
6389,Beijing,China,2020-03-25,561,8
6390,Beijing,China,2020-03-26,566,8
6391,Beijing,China,2020-03-27,569,8
6392,Beijing,China,2020-03-28,573,8
6393,Beijing,China,2020-03-29,577,8
6394,Beijing,China,2020-03-30,577,8
6395,Beijing,China,2020-03-31,580,8
6396,Beijing,China,2020-04-01,580,8
6397,Beijing,China,2020-04-02,582,8
6398,Beijing,China,2020-04-03,584,8
6399,Beijing,China,2020-04-04,585,8
6400,Beijing,China,2020-04-05,586,8
6401,Beijing,China,2020-04-06,587,8
6402,Beijing,China,2020-04-07,587,8
6403,Beijing,China,2020-04-08,588,8
6404,Beijing,China,2020-04-09,588,8
6405,Beijing,China,2020-04-10,588,8
6406,Beijing,China,2020-04-11,589,8
6407,Beijing,China,2020-04-12,589,8
6408,Beijing,China,2020-04-13,589,8
6409,Beijing,China,2020-04-14,589,8
6410,Beijing,China,2020-04-15,590,8
6411,Beijing,China,2020-04-16,593,8
6412,Beijing,China,2020-04-17,593,8
6413,Beijing,China,2020-04-18,593,8
6414,Beijing,China,2020-04-19,593,8
6415,Beijing,China,2020-04-20,593,8
6416,Beijing,China,2020-04-21,593,8
6417,Beijing,China,2020-04-22,593,8
6418,Beijing,China,2020-04-23,593,8
6419,Beijing,China,2020-04-24,593,8
6420,Beijing,China,2020-04-25,593,8
6421,Beijing,China,2020-04-26,593,9
6422,Beijing,China,2020-04-27,593,9
6423,Beijing,China,2020-04-28,593,9
6424,Beijing,China,2020-04-29,593,9
6425,Beijing,China,2020-04-30,593,9
6426,Beijing,China,2020-05-01,593,9
6427,Beijing,China,2020-05-02,593,9
6428,Beijing,China,2020-05-03,593,9
6429,Beijing,China,2020-05-04,593,9
6430,Beijing,China,2020-05-05,593,9
6431,Beijing,China,2020-05-06,593,9
6432,Beijing,China,2020-05-07,593,9
6433,Beijing,China,2020-05-08,593,9
6434,Beijing,China,2020-05-09,593,9
6435,Beijing,China,2020-05-10,593,9
6436,Beijing,China,2020-05-11,593,9
6437,Beijing,China,2020-05-12,593,9
6438,Beijing,China,2020-05-13,593,9
6439,Beijing,China,2020-05-14,593,9
6440,Beijing,China,2020-05-15,593,9
6441,Chongqing,China,2020-01-22,6,0
6442,Chongqing,China,2020-01-23,9,0
6443,Chongqing,China,2020-01-24,27,0
6444,Chongqing,China,2020-01-25,57,0
6445,Chongqing,China,2020-01-26,75,0
6446,Chongqing,China,2020-01-27,110,0
6447,Chongqing,China,2020-01-28,132,0
6448,Chongqing,China,2020-01-29,147,0
6449,Chongqing,China,2020-01-30,182,0
6450,Chongqing,China,2020-01-31,211,0
6451,Chongqing,China,2020-02-01,247,1
6452,Chongqing,China,2020-02-02,300,2
6453,Chongqing,China,2020-02-03,337,2
6454,Chongqing,China,2020-02-04,366,2
6455,Chongqing,China,2020-02-05,389,2
6456,Chongqing,China,2020-02-06,411,2
6457,Chongqing,China,2020-02-07,426,2
6458,Chongqing,China,2020-02-08,428,2
6459,Chongqing,China,2020-02-09,468,2
6460,Chongqing,China,2020-02-10,486,2
6461,Chongqing,China,2020-02-11,505,3
6462,Chongqing,China,2020-02-12,518,3
6463,Chongqing,China,2020-02-13,529,4
6464,Chongqing,China,2020-02-14,537,5
6465,Chongqing,China,2020-02-15,544,5
6466,Chongqing,China,2020-02-16,551,5
6467,Chongqing,China,2020-02-17,553,5
6468,Chongqing,China,2020-02-18,555,5
6469,Chongqing,China,2020-02-19,560,5
6470,Chongqing,China,2020-02-20,567,6
6471,Chongqing,China,2020-02-21,572,6
6472,Chongqing,China,2020-02-22,573,6
6473,Chongqing,China,2020-02-23,575,6
6474,Chongqing,China,2020-02-24,576,6
6475,Chongqing,China,2020-02-25,576,6
6476,Chongqing,China,2020-02-26,576,6
6477,Chongqing,China,2020-02-27,576,6
6478,Chongqing,China,2020-02-28,576,6
6479,Chongqing,China,2020-02-29,576,6
6480,Chongqing,China,2020-03-01,576,6
6481,Chongqing,China,2020-03-02,576,6
6482,Chongqing,China,2020-03-03,576,6
6483,Chongqing,China,2020-03-04,576,6
6484,Chongqing,China,2020-03-05,576,6
6485,Chongqing,China,2020-03-06,576,6
6486,Chongqing,China,2020-03-07,576,6
6487,Chongqing,China,2020-03-08,576,6
6488,Chongqing,China,2020-03-09,576,6
6489,Chongqing,China,2020-03-10,576,6
6490,Chongqing,China,2020-03-11,576,6
6491,Chongqing,China,2020-03-12,576,6
6492,Chongqing,China,2020-03-13,576,6
6493,Chongqing,China,2020-03-14,576,6
6494,Chongqing,China,2020-03-15,576,6
6495,Chongqing,China,2020-03-16,576,6
6496,Chongqing,China,2020-03-17,576,6
6497,Chongqing,China,2020-03-18,576,6
6498,Chongqing,China,2020-03-19,576,6
6499,Chongqing,China,2020-03-20,576,6
6500,Chongqing,China,2020-03-21,576,6
6501,Chongqing,China,2020-03-22,577,6
6502,Chongqing,China,2020-03-23,578,6
6503,Chongqing,China,2020-03-24,578,6
6504,Chongqing,China,2020-03-25,578,6
6505,Chongqing,China,2020-03-26,578,6
6506,Chongqing,China,2020-03-27,578,6
6507,Chongqing,China,2020-03-28,578,6
6508,Chongqing,China,2020-03-29,579,6
6509,Chongqing,China,2020-03-30,579,6
6510,Chongqing,China,2020-03-31,579,6
6511,Chongqing,China,2020-04-01,579,6
6512,Chongqing,China,2020-04-02,579,6
6513,Chongqing,China,2020-04-03,579,6
6514,Chongqing,China,2020-04-04,579,6
6515,Chongqing,China,2020-04-05,579,6
6516,Chongqing,China,2020-04-06,579,6
6517,Chongqing,China,2020-04-07,579,6
6518,Chongqing,China,2020-04-08,579,6
6519,Chongqing,China,2020-04-09,579,6
6520,Chongqing,China,2020-04-10,579,6
6521,Chongqing,China,2020-04-11,579,6
6522,Chongqing,China,2020-04-12,579,6
6523,Chongqing,China,2020-04-13,579,6
6524,Chongqing,China,2020-04-14,579,6
6525,Chongqing,China,2020-04-15,579,6
6526,Chongqing,China,2020-04-16,579,6
6527,Chongqing,China,2020-04-17,579,6
6528,Chongqing,China,2020-04-18,579,6
6529,Chongqing,China,2020-04-19,579,6
6530,Chongqing,China,2020-04-20,579,6
6531,Chongqing,China,2020-04-21,579,6
6532,Chongqing,China,2020-04-22,579,6
6533,Chongqing,China,2020-04-23,579,6
6534,Chongqing,China,2020-04-24,579,6
6535,Chongqing,China,2020-04-25,579,6
6536,Chongqing,China,2020-04-26,579,6
6537,Chongqing,China,2020-04-27,579,6
6538,Chongqing,China,2020-04-28,579,6
6539,Chongqing,China,2020-04-29,579,6
6540,Chongqing,China,2020-04-30,579,6
6541,Chongqing,China,2020-05-01,579,6
6542,Chongqing,China,2020-05-02,579,6
6543,Chongqing,China,2020-05-03,579,6
6544,Chongqing,China,2020-05-04,579,6
6545,Chongqing,China,2020-05-05,579,6
6546,Chongqing,China,2020-05-06,579,6
6547,Chongqing,China,2020-05-07,579,6
6548,Chongqing,China,2020-05-08,579,6
6549,Chongqing,China,2020-05-09,579,6
6550,Chongqing,China,2020-05-10,579,6
6551,Chongqing,China,2020-05-11,579,6
6552,Chongqing,China,2020-05-12,579,6
6553,Chongqing,China,2020-05-13,579,6
6554,Chongqing,China,2020-05-14,579,6
6555,Chongqing,China,2020-05-15,579,6
6556,Fujian,China,2020-01-22,1,0
6557,Fujian,China,2020-01-23,5,0
6558,Fujian,China,2020-01-24,10,0
6559,Fujian,China,2020-01-25,18,0
6560,Fujian,China,2020-01-26,35,0
6561,Fujian,China,2020-01-27,59,0
6562,Fujian,China,2020-01-28,80,0
6563,Fujian,China,2020-01-29,84,0
6564,Fujian,China,2020-01-30,101,0
6565,Fujian,China,2020-01-31,120,0
6566,Fujian,China,2020-02-01,144,0
6567,Fujian,China,2020-02-02,159,0
6568,Fujian,China,2020-02-03,179,0
6569,Fujian,China,2020-02-04,194,0
6570,Fujian,China,2020-02-05,205,0
6571,Fujian,China,2020-02-06,215,0
